"Refid","Bibliography"
10155,"Roberts, Clare, Kane, Robert, Bishop, Brian, Matthews, Heather, Thomson, Helen (2004).  The Prevention of Depressive Symptoms in Rural School Children: A Follow-up Study International Journal of Mental Health Promotion, 6(3),  4. 10.1080/14623730.2004.9721934"
10156,"Marchand, Erica, Ng, Janet, Rohde, Paul, Stice, Eric (2010).  Effects of an indicated cognitive-behavioral depression prevention program are similar for Asian American, Latino, and European American adolescents Behaviour Research and Therapy, 48(8),  821. 10.1016/j.brat.2010.05.005"
10157,"Kowalenko, Nick, Rapee, Ronald M., Simmons, Julie, Wignall, Ann, Hoge, Rebecca, Whitefield, Kathy, Starling, Julia, Stonehouse, Roger, Baillie, Andrew J. (2005).  Short-term Effectiveness of a School-based Early Intervention Program for                 Adolescent Depression Clinical Child Psychology and Psychiatry, 10(4),  493. 10.1177/1359104505056311"
10158,"Hains, Anthony A. (1992).  A stress inoculation training program for adolescents in a high school setting: a multiple baseline approach Journal of Adolescence, 15(2),  163. 10.1016/0140-1971(92)90045-7"
10159,"Barrett, Paula M., Farrell, Lara J., Ollendick, Thomas H., Dadds, Mark (2006).  Long-Term Outcomes of an Australian Universal Prevention Trial of Anxiety and Depression Symptoms in Children and Youth: An Evaluation of the Friends Program Journal of Clinical Child & Adolescent Psychology, 35(3),  403. 10.1207/s15374424jccp3503_5"
10160,"Nobel, Rachel, Manassis, Katharina, Wilansky-Traynor, Pamela (2012).  The Role of Perfectionism in Relation to an Intervention to Reduce Anxious and Depressive Symptoms in Children Journal of Rational-Emotive & Cognitive-Behavior Therapy, 30(2),  77. 10.1007/s10942-011-0133-5"
10161,"Wolchik, Sharlene A. (2000).  An experimental evaluation of theory-based mother and mother–child programs for children of divorce. Journal of Consulting and Clinical Psychology, 68(5),  843. 10.1037/0022-006X.68.5.843"
10162,"Weisz, J. R., Thurber, C. A., Sweeney, L., Proffitt, V. D., LeGagnoux, G. L. (1997).  Brief treatment of mild-to-moderate child depression using primary and secondary control enhancement training Journal of Consulting and Clinical Psychology, 65(4),  703. 10.1037//0022-006x.65.4.703"
10163,"Gillham, Jane E., Hamilton, John, Freres, Derek R., Patton, Ken, Gallop, Robert (2006).  Preventing Depression Among Early Adolescents in the Primary Care Setting: A Randomized Controlled Study of the Penn Resiliency Program Journal of Abnormal Child Psychology, 34(2),  195. 10.1007/s10802-005-9014-7"
10164,"Dadds, Mark R. (1997).  Prevention and early intervention for anxiety disorders: A controlled trial. Journal of Consulting and Clinical Psychology, 65(4),  627. 10.1037/0022-006X.65.4.627"
10165,"Bernstein, Gail A, Bernat, Debra H., Victor, Andrea M., Layne, Ann E. (2008).  School-Based Interventions for Anxious Children: 3-, 6-, and 12-Month Follow-ups Journal of the American Academy of Child & Adolescent Psychiatry, 47(9),  1039. 10.1097/CHI.ob013e31817eecco"
10166,"Bar-Haim, Yair, Morag, Inbar, Glickman, Shlomit (2011).  Training anxious children to disengage attention from threat: a randomized controlled trial Journal of Child Psychology and Psychiatry, 52(8),  861. 10.1111/j.1469-7610.2011.02368.x"
10167,"Beffert, Jerry Wayne (1993).  Aerobic exercise as treatment of depressive symptoms in early adolescents , (),  166. "
10168,"Tol, Wietse A., Komproe, Ivan H., Susanty, Dessy, Jordans, Mark J. D., Macy, Robert D., De Jong, Joop T. V. M. (2008).  School-Based Mental Health Intervention for Children Affected by Political Violence in Indonesia: A Cluster Randomized Trial JAMA, 300(6),  655. 10.1001/jama.300.6.655"
10169,"Stolberg, Arnold L., Mahler, Jeffrey (1994).  Enhancing treatment gains in a school-based intervention for children of divorce through skill training, parental involvement, and transfer procedures Journal of Consulting and Clinical Psychology, 62(),  147. 10.1037/0022-006X.62.1.147"
10170,"Stallard, Paul, Velleman, Richard, Salter, Emma, Howse, Imogen, Yule, William, Taylor, Gordon (2006).  A randomised controlled trial to determine the effectiveness of an early psychological intervention with children involved in road traffic accidents Journal of Child Psychology and Psychiatry, 47(2),  127. 10.1111/j.1469-7610.2005.01459.x"
10171,"Siu, Angela F. Y. (2007).  Using friends to combat internalizing problems among primary school children in Hong Kong Journal of Cognitive and Behavioral Psychotherapies, 7(),  11. "
10173,"Stallard, Paul, Sayal, Kapil, Phillips, Rhiannon, Taylor, John A., Spears, Melissa, Anderson, Rob, Araya, Ricardo, Lewis, Glyn, Millings, Abigail, Montgomery, Alan A. (2012).  Classroom based cognitive behavioural therapy in reducing symptoms of depression in high risk adolescents: pragmatic cluster randomised controlled trial BMJ, 345(),  e6058. 10.1136/bmj.e6058"
10174,"Schmiege, Sarah J., Khoo, Siek Toon, Sandler, Irwin N., Ayers, Tim S., Wolchik, Sharlene A. (2006).  Symptoms of Internalizing and Externalizing Problems: Modeling Recovery Curves After the Death of a Parent American Journal of Preventive Medicine, 31(6, Supplement 1),  152. 10.1016/j.amepre.2006.07.004"
10175,"Sanford, Mark, Byrne, Carolyn, Williams, Susan, Atley, Sandy, Ridley, Ted, Miller, Jennifer, Allin, Heather (2003).  A Pilot Study of a Parent-Education Group for Families Affected by Depression The Canadian Journal of Psychiatry, 48(2),  78. 10.1177/070674370304800203"
10176,"Sandler, Irwin N., West, Stephen G., Baca, Louise, Pillow, David R., Gersten, Joanne C., Rogosch, Fred, Virdin, Lynn, Beals, Janette, Reynolds, Kim D., Kallgren, Carl, Tein, Jenn-Yun, Kriege, Gary, Cole, Eloise, Ramirez, Rafael (1992).  Linking empirically based theory and evaluation: The family bereavement program American Journal of Community Psychology, 20(4),  491. 10.1007/BF00937756"
10177,"Shen, Yih-Jiun (2002).  Short-term group play therapy with Chinese earthquake victims: Effects on anxiety, depression and adjustment International Journal of Play Therapy, 11(),  43. 10.1037/h0088856"
10178,"Phipps, Maureen G., Raker, Christina A., Ware, Crystal F., Zlotnick, Caron (2013).  Randomized controlled trial to prevent postpartum depression in adolescent mothers American Journal of Obstetrics and Gynecology, 208(3),  192.e1. 10.1016/j.ajog.2012.12.036"
10179,"Palermo, Tonya M., Wilson, Anna C., Peters, Meaghan, Lewandowski, Amy, Somhegyi, Hannah (2009).  Randomized controlled trial of an Internet-delivered family cognitive–behavioral therapy intervention for children and adolescents with chronic pain PAIN, 146(1),  205. 10.1016/j.pain.2009.07.034"
10180,"O’Leary-Barrett, Maeve, Topper, Lauren, Al-Khudhairy, Nadia, Pihl, Robert O., Castellanos-Ryan, Natalie, Mackie, Clare J., Conrod, Patricia J. (2013).  Two-Year Impact of Personality-Targeted, Teacher-Delivered Interventions on Youth Internalizing and Externalizing Problems: A Cluster-Randomized Trial Journal of the American Academy of Child & Adolescent Psychiatry, 52(9),  911. 10.1016/j.jaac.2013.05.020"
10181,"McLaughlin, Andrea E., Campbell, Frances A., Pungello, Elizabeth P., Skinner, Martie (2007).  Depressive Symptoms in Young Adults: The Influences of the Early Home Environment and Early Educational Child Care Child Development, 78(3),  746. 10.1111/j.1467-8624.2007.01030.x"
10182,"Mason, W. Alex, Kosterman, Rick, Hawkins, J. David, Haggerty, Kevin P., Spoth, Richard L., Redmond, Cleve (2007).  Influence of a Family-Focused Substance Use Preventive Intervention on Growth in Adolescent Depressive Symptoms Journal of Research on Adolescence, 17(3),  541. 10.1111/j.1532-7795.2007.00534.x"
10183,"Mason, W. Alex, Haggerty, Kevin P., Fleming, Andrew P., Casey-Goldstein, Mary (2012).  Family Intervention to Prevent Depression and Substance Use Among Adolescents of Depressed Parents Journal of Child and Family Studies, 21(6),  891. 10.1007/s10826-011-9549-x"
10184,"MacMahon, James R., Gross, Ruth T. (1988).  Physical and Psychological Effects of Aerobic Exercise in Delinquent Adolescent Males American Journal of Diseases of Children, 142(12),  1361. 10.1001/archpedi.1988.02150120115053"
10185,"Logsdon, C. M., Birkimer, John C., Simpson, Theresa, Looney, Stephen (2005).  Postpartum Depression and Social Support in Adolescents Journal of Obstetric, Gynecologic & Neonatal Nursing, 34(1),  46. 10.1177/0884217504272802"
10186,"Layne, Christopher M., Saltzman, William R., Poppleton, Landon, Burlingame, Gary M., Pašalić, Alma, Duraković, Elvira, Mušić, Mirjana, Ćampara, Nihada, Dapo, Nermin, Arslanagić, Berina, Steinberg, Alan M., Pynoos, Robert S. (2008).  Effectiveness of a School-Based Group Psychotherapy Program for War-Exposed Adolescents: A Randomized Controlled Trial Journal of the American Academy of Child & Adolescent Psychiatry, 47(9),  1048. 10.1097/CHI.0b013e31817eecae"
10187,"Lam, Wendy K., Fals-Stewart, William, Kelley, Michelle L. (2008).  Effects of Parent Skills Training with Behavioral Couples Therapy for alcoholism on children: A randomized clinical pilot trial Addictive Behaviors, 33(8),  1076. 10.1016/j.addbeh.2008.04.002"
10188,"Kumakech, Edward, Cantor-Graae, Elizabeth, Maling, Samuel, Bajunirwe, Francis (2009).  Peer-group support intervention improves the psychosocial well-being of AIDS orphans: Cluster randomized trial Social Science & Medicine, 68(6),  1038. 10.1016/j.socscimed.2008.10.033"
10189,"King, Cheryl A., Kirschenbaum, Daniel S. (1990).  An experimental evaluation of a school-based program for children at risk: Wisconsin early intervention Journal of Community Psychology, 18(2),  167. 10.1002/1520-6629(199004)18:2<167::AID-JCOP2290180208>3.0.CO;2-Z"
10190,"Keogh, Edmund, Bond, Frank W., Flaxman, Paul E. (2006).  Improving academic performance and mental health through a stress management intervention: Outcomes and mediators of change Behaviour Research and Therapy, 44(3),  339. 10.1016/j.brat.2005.03.002"
10191,"Hyun, Myung-Sun, Chung, Hyang-In Cho, Lee, Young-Ja (2005).  The effect of cognitive–behavioral group therapy on the self-esteem, depression, and self-efficacy of runaway adolescents in a shelter in South Korea Applied Nursing Research, 18(3),  160. 10.1016/j.apnr.2004.07.006"
10192,"Hilyer, James C., Wilson, Dennis G., Dillon, Carol, Caro, Laura, Jenkins, Chester, Spencer, William A., Meadows, Mark E., Booker, Wayne (1982).  Physical fitness training and counseling as treatment for youthful offenders Journal of Counseling Psychology, 29(),  292. 10.1037/0022-0167.29.3.292"
10193,"Grey, Margaret, Boland, Elizabeth A, Davidson, Maryanne, Yu, Chang, Sullivan-Bolyai, Susan, Tamborlane, William V (1998).  Short-term Effects of Coping Skills Training as Adjunct to Intensive Therapy in Adolescents Diabetes Care, 21(6),  902. 10.2337/diacare.21.6.902"
10194,"Gelkopf, Marc, Berger, Rony (2009).  A school-based, teacher-mediated prevention program (ERASE-Stress) for reducing terror-related traumatic reactions in Israeli youth: a quasi-randomized controlled trial Journal of Child Psychology and Psychiatry, 50(8),  962. 10.1111/j.1469-7610.2008.02021.x"
10195,"Garber, Judy, Clarke, Gregory N., Weersing, V. Robin, Beardslee, William R., Brent, David A., Gladstone, Tracy R. G., DeBar, Lynn L., Lynch, Frances L., D’Angelo, Eugene, Hollon, Steven D., Shamseddeen, Wael, Iyengar, Satish (2009).  Prevention of Depression in At-Risk Adolescents: A Randomized Controlled Trial JAMA, 301(21),  2215. 10.1001/jama.2009.788"
10196,"Dybdahl, Ragnhild (2001).  Children and Mothers in War: An Outcome Study of a Psychosocial Intervention Program Child Development, 72(4),  1214. 10.1111/1467-8624.00343"
10197,"Compas, Bruce E., Forehand, Rex, Keller, Gary, Champion, Jennifer E., Rakow, Aaron, Reeslund, Kristen L., McKee, Laura, Fear, Jessica M., Colletti, Christina J. M., Hardcastle, Emily, Merchant, Mary Jane, Roberts, Lori, Potts, Jennifer, Garai, Emily, Coffelt, Nicole, Roland, Erin, Sterba, Sonya K., Cole, David A. (2009).  Randomized controlled trial of a family cognitive-behavioral preventive intervention for children of depressed parents Journal of Consulting and Clinical Psychology, 77(),  1007. 10.1037/a0016930"
10198,"Dadds, Mark R., Holland, Denise E., Laurens, Kristin R., Mullins, Miranda, Barrett, Paula M., Spence, Susan H. (1999).  Early intervention and prevention of anxiety disorders in children: Results at 2-year follow-up Journal of Consulting and Clinical Psychology, 67(),  145. 10.1037/0022-006X.67.1.145"
10199,"Cradock, Carroll, Cotler, Sheldon, Jason, Leonard A. (1978).  Primary prevention: Immunization of children for speech anxiety Cognitive Therapy and Research, 2(4),  389. 10.1007/BF01172656"
10200,"Clarke, Gregory N., Hornbrook, Mark, Lynch, Frances, Polen, Michael, Gale, John, Beardslee, William, O'Connor, Elizabeth, Seeley, John (2001).  A Randomized Trial of a Group Cognitive Intervention for Preventing Depression in Adolescent Offspring of Depressed Parents Archives of General Psychiatry, 58(12),  1127. 10.1001/archpsyc.58.12.1127"
10201,"Castellanos, Natalie, Conrod, Patricia (2006).  Brief interventions targeting personality risk factors for adolescent substance misuse reduce depression, panic and risk-taking behaviours Journal of Mental Health, 15(6),  645. 10.1080/09638230600998912"
10202,"Berger, Rony, Pat-Horenczyk, Ruth, Gelkopf, Marc (2007).  School-based intervention for prevention and treatment of elementary-students' terror-related distress in Israel: A quasi-randomized controlled trial Journal of Traumatic Stress, 20(4),  541. 10.1002/jts.20225"
10203,"Bond, Lyndal, Patton, George, Glover, Sara, Carlin, John B., Butler, Helen, Thomas, Lyndal, Bowes, Glenn (2004).  The Gatehouse Project: can a multilevel school intervention affect emotional wellbeing and health risk behaviours? Journal of Epidemiology & Community Health, 58(12),  997. 10.1136/jech.2003.009449"
10204,"Berger, Rony, Gelkopf, Marc, Heineberg, Yotam (2012).  A Teacher-Delivered Intervention for Adolescents Exposed to Ongoing and Intense Traumatic War-Related Stress: A Quasi-Randomized Controlled Study Journal of Adolescent Health, 51(5),  453. 10.1016/j.jadohealth.2012.02.011"
10205,"Beardslee, W. R., Versage, E. M., Wright, E. J., Salt, P., Rothberg, P. C., Drezner, K., Gladstone, T. R. G. (1997).  Examination of preventive interventions for families with depression: Evidence of change Development and Psychopathology, 9(1),  109. 10.1017/S0954579497001090"
10206,"Barnet, Beth, Liu, Jiexin, DeVoe, Margo, Alperovitz-Bichell, Kari, Duggan, Anne K. (2007).  Home Visiting for Adolescent Mothers: Effects on Parenting, Maternal Life Course, and Primary Care Linkage The Annals of Family Medicine, 5(3),  224. 10.1370/afm.629"
10207,"Barnet, Beth, Duggan, Anne K., Devoe, Margo, Burrell, Lori (2002).  The Effect of Volunteer Home Visitation for Adolescent Mothers on Parenting and Mental Health Outcomes: A Randomized Trial Archives of Pediatrics & Adolescent Medicine, 156(12),  1216. 10.1001/archpedi.156.12.1216"
10208,"Young, Jami F., Makover, Heather B., Cohen, Joseph R., Mufson, Laura, Gallop, Robert J., Benas, Jessica S. (2012).  Interpersonal Psychotherapy-Adolescent Skills Training: Anxiety Outcomes and Impact of Comorbidity Journal of Clinical Child & Adolescent Psychology, 41(5),  640. 10.1080/15374416.2012.704843"
10209,"Yoosefi Looyeh, Majid, Kamali, Khosrow, Ghasemi, Amin, Tonawanik, Phuangphet (2014).  Treating social phobia in children through group narrative therapy The Arts in Psychotherapy, 41(1),  16. 10.1016/j.aip.2013.11.005"
10211,"Tang, Tze-Chun, Jou, Shaw-Hwa, Ko, Chih-Hung, Huang, Shih-Yin, Yen, Cheng-Fang (2009).  Randomized study of school-based intensive interpersonal psychotherapy for depressed adolescents with suicidal risk and parasuicide behaviors Psychiatry and Clinical Neurosciences, 63(4),  463. 10.1111/j.1440-1819.2009.01991.x"
10212,"Stein, Bradley D., Jaycox, Lisa H., Kataoka, Sheryl H., Wong, Marleen, Tu, Wenli, Elliott, Marc N., Fink, Arlene (2003).  A Mental Health Intervention for Schoolchildren Exposed to ViolenceA Randomized Controlled Trial JAMA, 290(5),  603. 10.1001/jama.290.5.603"
10213,"Smith, Patrick, Scott, Rebecca, Eshkevari, Ertimiss, Jatta, Fatoumata, Leigh, Eleanor, Harris, Victoria, Robinson, Alex, Abeles, Paul, Proudfoot, Judy, Verduyn, Chrissie, Yule, William (2015).  Computerised CBT for depressed adolescents: Randomised controlled trial Behaviour Research and Therapy, 73(),  104. 10.1016/j.brat.2015.07.009"
10214,"Stasiak, Karolina, Hatcher, Simon, Frampton, Christopher, Merry, Sally N. (2014).  A Pilot Double Blind Randomized Placebo Controlled Trial of a Prototype Computer-Based Cognitive Behavioural Therapy Program for Adolescents with Symptoms of Depression Behavioural and Cognitive Psychotherapy, 42(4),  385. 10.1017/S1352465812001087"
10215,"Stark, Kevin D., Reynolds, William M., Kaslow, Nadine J. (1987).  A comparison of the relative efficacy of self-control therapy and a behavioral problem-solving therapy for depression in children Journal of Abnormal Child Psychology, 15(1),  91. 10.1007/BF00916468"
10216,"Singhal, Meghna, Munivenkatappa, Manjula, Kommu, John Vijay Sagar, Philip, Mariamma (2018).  Efficacy of an indicated intervention program for Indian adolescents with subclinical depression Asian Journal of Psychiatry, 33(),  99. 10.1016/j.ajp.2018.03.007"
10217,"Schonert-Reichl, Kimberly A., Oberle, Eva, Lawlor, Molly Stewart, Abbott, David, Thomson, Kimberly, Oberlander, Tim F., Diamond, Adele (2015).  Enhancing cognitive and social–emotional development through a simple-to-administer mindfulness-based school program for elementary school children: A randomized controlled trial Developmental Psychology, 51(),  52. 10.1037/a0038454"
10219,"Shortt, Alison L., Hutchinson, Delyse M., Chapman, Rianna, Toumbourou, John W. (2007).  Family, school, peer and individual influences on early adolescent alcohol use: first-year impact of the Resilient Families programme Drug and Alcohol Review, 26(6),  625. 10.1080/09595230701613817"
10220,"Rossouw, Jaco, Yadin, Elna, Alexander, Debra, Mbanga, Irene, Jacobs, Tracy, Seedat, Soraya (2016).  A pilot and feasibility randomised controlled study of Prolonged Exposure Treatment and supportive counselling for post-traumatic stress disorder in adolescents: a third world, task-shifting, community-based sample Trials, 17(1),  548. 10.1186/s13063-016-1677-6"
10222,"Nash, Kathleen A. (2007).  Implementation and Evaluation of the Empower Youth Program Journal of Holistic Nursing, 25(1),  26. 10.1177/0898010106289858"
10223,"Mufson, Laura, Dorta, Kristen Pollack, Wickramaratne, Priya, Nomura, Yoko, Olfson, Mark, Weissman, Myrna M. (2004).  A Randomized Effectiveness Trial of Interpersonal Psychotherapy forDepressed Adolescents Archives of General Psychiatry, 61(6),  577. 10.1001/archpsyc.61.6.577"
10224,"Michael, Kurt D., George, Melissa W., Splett, Joni W., Jameson, John Paul, Sale, Rafaella, Bode, Abby A., Iachini, Aidyn L., Taylor, Leslie K., Weist, Mark D. (2016).  Preliminary Outcomes of a Multi-site, School-based Modular Intervention for Adolescents Experiencing Mood Difficulties Journal of Child and Family Studies, 25(6),  1903. 10.1007/s10826-016-0373-1"
10225,"Moharreri, Fatemeh, Heydari Yazdi, Aazam-Sadat (2017).  Evaluation of the Effectiveness of the Friends for Life Program on Children’s Anxiety and Depression Iranian Journal of Psychiatry, 12(4),  272. "
10226,"Melnyk, Bernadette M., Jacobson, Diana, Kelly, Stephanie, Belyea, Michael, Shaibi, Gabriel, Small, Leigh, O’Haver, Judith, Marsiglia, Flavio F. (2013).  Promoting Healthy Lifestyles in High School Adolescents: A Randomized Controlled Trial American Journal of Preventive Medicine, 45(4),  407. 10.1016/j.amepre.2013.05.013"
10227,"Melnyk, Bernadette M., Jacobson, Diana, Kelly, Stephanie, O'Haver, Judith, Small, Leigh, Mays, Mary Z. (2009).  Improving the Mental Health, Healthy Lifestyle Choices, and Physical Health of Hispanic Adolescents: A Randomized Controlled Pilot Study Journal of School Health, 79(12),  575. 10.1111/j.1746-1561.2009.00451.x"
10228,"Melnyk, Bernadette, Kelly, Stephanie, Lusk, Pamela (2014).  Outcomes and Feasibility of a Manualized Cognitive-Behavioral Skills Building Intervention: Group COPE for Depressed and Anxious Adolescents in School Settings Journal of Child and Adolescent Psychiatric Nursing, 27(1),  3. 10.1111/jcap.12058"
10229,"Masia-Warner, Carrie, Klein, Rachel G., Dent, Heather C., Fisher, Paige H., Alvir, Jose, Marie Albano, Anne, Guardino, Mary (2005).  School-Based Intervention for Adolescents with Social Anxiety Disorder: Results of a Controlled Study Journal of Abnormal Child Psychology, 33(6),  707. 10.1007/s10802-005-7649-z"
10230,"Listug-Lunde, Lori, Vogeltanz-Holm, Nancy, Collins, John (2013).  A cognitive-behavioral treatment for depression in rural American Indian middle school students American Indian and Alaska Native Mental Health Research (Online), 20(1),  16. 10.5820/aian.2001.2013.16"
10231,"Masia Warner, Carrie, Colognori, Daniela, Brice, Chad, Herzig, Kathleen, Mufson, Laura, Lynch, Chelsea, Reiss, Philip T., Petkova, Eva, Fox, Jeremy, Moceri, Dominic C., Ryan, Julie, Klein, Rachel G. (2016).  Can school counselors deliver cognitive-behavioral treatment for social anxiety effectively? A randomized controlled trial Journal of Child Psychology and Psychiatry, 57(11),  1229. 10.1111/jcpp.12550"
10233,"La Greca, Annette M., Ehrenreich-May, Jill, Mufson, Laura, Chan, Sherilynn (2016).  Preventing Adolescent Social Anxiety and Depression and Reducing Peer Victimization: Intervention Development and Open Trial Child & Youth Care Forum, 45(6),  905. 10.1007/s10566-016-9363-0"
10235,"Kahn, James S., Kehle, Thomas J., Jenson, William R., Clark, Elaine (1990).  Comparison of Cognitive-Behavioral, Relaxation, and Self-Modeling Interventions for Depression Among Middle-School Students School Psychology Review, 19(2),  196. 10.1080/02796015.1990.12085457"
10236,"Kaesornsamut, Phuangphet, Sitthimongkol, Yajai, Williams, Reg Arthur, Sangon, Sopin, Rohitsuk, Wajjanin, Vorapongsathorn, Thavatchai (2012).  Effectiveness of the BAND Intervention Program on Thai Adolescents’ Sense of Belonging, Negative Thinking and Depressive Symptoms Pacific Rim International Journal of Nursing Research, 16(1),  29. "
10237,"Hoying, Jacqueline, Melnyk, Bernadette Mazurek, Arcoleo, Kimberly (2016).  Effects of the COPE Cognitive Behavioral Skills Building TEEN Program on the Healthy Lifestyle Behaviors and Mental Health of Appalachian Early Adolescents Journal of Pediatric Health Care, 30(1),  65. 10.1016/j.pedhc.2015.02.005"
10238,"Hoying, Jacqueline, Melnyk, Bernadette Mazurek (2016).  COPE: A Pilot Study With Urban-Dwelling Minority Sixth-Grade Youth to Improve Physical Activity and Mental Health Outcomes The Journal of School Nursing, 32(5),  347. 10.1177/1059840516635713"
10239,"Harnett, Paul H., Dadds, Mark R. (2004).  Training school personnel to implement a universal school-based prevention of depression program under real-world conditions Journal of School Psychology, 42(5),  343. 10.1016/j.jsp.2004.06.004"
10240,"Hains, Anthony A. (1994).  The Effectiveness of a School-Based, Cognitive-Behavioral Stress Management Program With Adolescents Reporting High and Low Levels of Emotional Arousal The School Counselor, 42(2),  114. "
10241,"Gordon, James S., Staples, Julie K., Blyta, Afrim, Bytyqi, Murat, Wilson, Amy T. (2008).  Treatment of posttraumatic stress disorder in postwar Kosovar adolescents using mind-body skills groups: a randomized controlled trial The Journal of Clinical Psychiatry, 69(9),  1469. 10.4088/jcp.v69n0915"
10242,"Ginsburg, Golda S., Becker, Kimberly D., Drazdowski, Tess K., Tein, Jenn-Yun (2012).  Treating Anxiety Disorders in Inner City Schools: Results from a Pilot Randomized Controlled Trial Comparing CBT and Usual Care Child & Youth Care Forum, 41(1),  1. 10.1007/s10566-011-9156-4"
10243,"Ginsburg, GOLDA S., Drake, KELLY L. (2002).  School-Based Treatment for Anxious African-American Adolescents: A Controlled Pilot Study Journal of the American Academy of Child & Adolescent Psychiatry, 41(7),  768. 10.1097/00004583-200207000-00007"
10244,"Frank, Jennifer L., Bose, Bidyut, Schrobenhauser-Clonan, Alex (2014).  Effectiveness of a School-Based Yoga Program on Adolescent Mental Health, Stress Coping Strategies, and Attitudes Toward Violence: Findings From a High-Risk Sample Journal of Applied School Psychology, 30(1),  29. 10.1080/15377903.2013.863259"
10245,"Ettelson, Rebecca Gail (2002).  The treatment of adolescent depression , (),  216. "
10246,"Ebrahiminejad, Shima, Poursharifi, Hamid, Bakhshiour Roodsari, Abbas, Zeinodini, Zahra, Noorbakhsh, Simasadat (2016).  The Effectiveness of Mindfulness-Based Cognitive Therapy on Iranian Female Adolescents Suffering From Social Anxiety Iranian Red Crescent Medical Journal, 18(11),  e25116. 10.5812/ircmj.25116"
10247,"Chu, Brian C., Crocco, Sofia T., Esseling, Petra, Areizaga, Margaret J., Lindner, Alison M., Skriner, Laura C. (2016).  Transdiagnostic group behavioral activation and exposure therapy for youth anxiety and depression: Initial randomized controlled trial Behaviour Research and Therapy, 76(),  65. 10.1016/j.brat.2015.11.005"
10248,"Benas, Jessica S., McCarthy, Alyssa E., Haimm, Caroline A., Huang, Meghan, Gallop, Robert, Young, Jami F. (2019).  The Depression Prevention Initiative: Impact on Adolescent Internalizing and Externalizing Symptoms in a Randomized Trial Journal of Clinical Child & Adolescent Psychology, 48(sup1),  S57. 10.1080/15374416.2016.1197839"
10249,"Bella-Awusah, Tolulope, Ani, Cornelius, Ajuwon, Ademola, Omigbodun, Olayinka (2016).  Effectiveness of brief school-based, group cognitive behavioural therapy for depressed adolescents in south west Nigeria Child and Adolescent Mental Health, 21(1),  44. 10.1111/camh.12104"
10250,"Barrett, Paula M., Sonderegger, Robi, Sonderegger, Noleen L. (2001).  Evaluation of an Anxiety-prevention and Positive-coping Program (FRIENDS) for Children and Adolescents of Non-English-speaking Background Behaviour Change, 18(2),  78. 10.1375/bech.18.2.78"
10251,"Barnes, Vernon A, Johnson, Maribeth H, Williams, Redford B, Williams, Virginia P (2012).  Impact of Williams LifeSkills® training on anger, anxiety, and ambulatory blood pressure in adolescents Translational Behavioral Medicine, 2(4),  401. 10.1007/s13142-012-0162-3"
10252,"Kindt, Karlijn, Scholte, Ron, Schuck, Kathrin, Kleinjan, Marloes, Janssens, Jan (2015).  Examining Reciprocal Associations Between a Negative Cognitive Style and Depressive Symptoms in Early Adolescence International Journal of Cognitive Therapy, 8(1),  78. 10.1521/ijct.2015.8.1.78"
10253,"Kindt, Karlijn CM, van Zundert, Rinka, Engels, Rutger CME (2012).  Evaluation of a Dutch school-based depression prevention program for youths in highrisk neighborhoods: study protocol of a two-armed randomized controlled trial BMC Public Health, 12(1),  212. 10.1186/1471-2458-12-212"
10254,"Kindt, Karlijn C. M., Kleinjan, Marloes, Janssens, Jan M. A. M., Scholte, Ron H. J. (2015).  Cross-Lagged Associations Between Adolescents’ Depressive Symptoms and Negative Cognitive Style: The Role of Negative Life Events Journal of Youth and Adolescence, 44(11),  2141. 10.1007/s10964-015-0308-y"
10255,"Kennedy, Patricia, Rooney, Rosanna M., Kane, Robert T., Hassan, Sharinaz, Nesa, Monique (2015).  The enhanced Aussie Optimism Positive Thinking Skills Program: The relationship between internalizing symptoms and family functioning in children aged 9–11 years old Frontiers in Psychology, 6(),  . "
10256,"Jones, Stephanie M., Brown, Joshua L., Lawrence Aber, J. (2011).  Two-Year Impacts of a Universal School-Based Social-Emotional and Literacy Intervention: An Experiment in Translational Developmental Research Child Development, 82(2),  533. 10.1111/j.1467-8624.2010.01560.x"
10257,"Jones, Stephanie M., Brown, Joshua L., Hoglund, Wendy L. G., Aber, J. Lawrence (2010).  A school-randomized clinical trial of an integrated social-emotional learning and literacy intervention: impacts after 1 school year Journal of Consulting and Clinical Psychology, 78(6),  829. 10.1037/a0021383"
10258,"Jones, Stephanie M., Brown, Joshua L., Aber, J. Lawrence (2008).  Classroom settings as targets of intervention and research Toward positive youth development: Transforming schools and community programs, (),  58. "
10259,"Hundert, Joel, Boyle, Michael H., Cunningham E., Charles E., Duku, E., Heale, JoAnn, McDonald, Jan, Offord, David R., Racine, Yvonne (1999).  Helping Children Adjust—a Tri-Ministry Study: II. Program Effects Journal of Child Psychology and Psychiatry, 40(7),  1061. 10.1111/1469-7610.00524"
10260,"Hong, Lin, Yufeng, Wang, Agho, Kingsley, Jacobs, Jennifer (2011).  Preventing Behavior Problems Among Elementary Schoolchildren: Impact of a Universal School-Based Program in China Journal of School Health, 81(5),  273. 10.1111/j.1746-1561.2011.00592.x"
10261,"Horowitz, Jason Louis (2008).  Preventing Depression in Adolescents: A Prospective Trial of Two Universal Prevention Programs , (),  . "
